bus_id,date,odometer_reading,replacement
5297,1975-09-01,2353,0
5297,1975-10-01,6299,0
5297,1975-11-01,10479,0
5297,1975-12-01,15201,0
5297,1976-01-01,20326,0
5297,1976-02-01,24898,0
5297,1976-03-01,29349,0
5297,1976-04-01,33304,0
5297,1976-05-01,37631,0
5297,1976-06-01,42428,0
5297,1976-07-01,47023,0
5297,1976-08-01,52571,0
5297,1976-09-01,58696,0
5297,1976-10-01,62776,0
5297,1976-11-01,66347,0
5297,1976-12-01,69260,0
5297,1977-01-01,72025,0
5297,1977-02-01,74323,0
5297,1977-03-01,76684,0
5297,1977-04-01,79403,0
5297,1977-05-01,82093,0
5297,1977-06-01,84579,0
5297,1977-07-01,88054,0
5297,1977-08-01,90206,0
5297,1977-09-01,92421,0
5297,1977-10-01,95127,0
5297,1977-11-01,98290,0
5297,1977-12-01,100941,0
5297,1978-01-01,104241,0
5297,1978-02-01,107720,0
5297,1978-03-01,110597,0
5297,1978-04-01,113442,0
5297,1978-05-01,116148,0
5297,1978-06-01,118615,0
5297,1978-07-01,121528,0
5297,1978-08-01,123837,0
5297,1978-09-01,126505,0
5297,1978-10-01,129204,0
5297,1978-11-01,132530,0
5297,1978-12-01,135398,0
5297,1979-01-01,137763,0
5297,1979-02-01,143169,0
5297,1979-03-01,148099,0
5297,1979-04-01,152557,1
5297,1979-05-01,155102,0
5297,1979-06-01,158170,0
5297,1979-07-01,160852,0
5297,1979-08-01,163556,0
5297,1979-09-01,164617,0
5297,1979-10-01,167907,0
5297,1979-11-01,171422,0
5297,1979-12-01,173970,0
5297,1980-01-01,177107,0
5297,1980-02-01,180778,0
5297,1980-03-01,183681,0
5297,1980-04-01,187447,0
5297,1980-05-01,189094,0
5297,1980-06-01,190048,0
5297,1980-07-01,192754,0
5297,1980-08-01,195126,0
5297,1980-09-01,197694,0
5297,1980-10-01,199558,0
5297,1980-11-01,201531,0
5297,1980-12-01,204645,0
5297,1981-01-01,207186,0
5297,1981-02-01,209341,0
5297,1981-03-01,211732,0
5297,1981-04-01,214472,0
5297,1981-05-01,217191,0
5297,1981-06-01,219391,0
5297,1981-07-01,221571,0
5297,1981-08-01,224250,0
5297,1981-09-01,227206,0
5297,1981-10-01,230095,0
5297,1981-11-01,232755,0
5297,1981-12-01,234810,0
5297,1982-01-01,236725,0
5297,1982-02-01,238564,0
5297,1982-03-01,239509,0
5297,1982-04-01,241008,0
5297,1982-05-01,242960,0
5297,1982-06-01,244293,0
5297,1982-07-01,246425,0
5297,1982-08-01,248646,0
5297,1982-09-01,250808,0
5297,1982-10-01,252472,0
5297,1982-11-01,254908,0
5297,1982-12-01,256381,0
5297,1983-01-01,258012,0
5297,1983-02-01,260130,0
5297,1983-03-01,262314,0
5297,1983-04-01,264886,0
5297,1983-05-01,266956,0
5297,1983-06-01,269233,0
5297,1983-07-01,271299,0
5297,1983-08-01,272400,0
5297,1983-09-01,273021,0
5297,1983-10-01,274910,0
5297,1983-11-01,276911,0
5297,1983-12-01,278654,0
5297,1984-01-01,281388,0
5297,1984-02-01,284124,0
5297,1984-03-01,285926,0
5297,1984-04-01,288240,0
5297,1984-05-01,290127,0
5297,1984-06-01,291659,0
5297,1984-07-01,292939,0
5297,1984-08-01,295115,0
5297,1984-09-01,296436,0
5297,1984-10-01,297957,0
5297,1984-11-01,299865,0
5297,1984-12-01,301796,0
5297,1985-01-01,303258,0
5297,1985-02-01,305493,0
5297,1985-03-01,307867,0
5297,1985-04-01,309853,0
5297,1985-05-01,311850,0
5298,1975-09-01,129,NA
5298,1975-10-01,4372,NA
5298,1975-11-01,9064,NA
5298,1975-12-01,13846,NA
5298,1976-01-01,18251,NA
5298,1976-02-01,22725,NA
5298,1976-03-01,27843,NA
5298,1976-04-01,32508,NA
5298,1976-05-01,37003,NA
5298,1976-06-01,41817,NA
5298,1976-07-01,47203,NA
5298,1976-08-01,52571,NA
5298,1976-09-01,57887,NA
5298,1976-10-01,62468,NA
5298,1976-11-01,66738,NA
5298,1976-12-01,71023,NA
5298,1977-01-01,75818,NA
5298,1977-02-01,79929,NA
5298,1977-03-01,83721,NA
5298,1977-04-01,88008,NA
5298,1977-05-01,91941,NA
5298,1977-06-01,95928,NA
5298,1977-07-01,100400,NA
5298,1977-08-01,103883,NA
5298,1977-09-01,108156,NA
5298,1977-10-01,111865,NA
5298,1977-11-01,115527,NA
5298,1977-12-01,120400,NA
5298,1978-01-01,122983,NA
5298,1978-02-01,126507,NA
5298,1978-03-01,130014,NA
5298,1978-04-01,134470,NA
5298,1978-05-01,138555,NA
5298,1978-06-01,142429,NA
5298,1978-07-01,145344,NA
5298,1978-08-01,148837,NA
5298,1978-09-01,152791,NA
5298,1978-10-01,156433,NA
5298,1978-11-01,160350,NA
5298,1978-12-01,163496,NA
5298,1979-01-01,167134,NA
5298,1979-02-01,170815,NA
5298,1979-03-01,174119,NA
5298,1979-04-01,177999,NA
5298,1979-05-01,180693,NA
5298,1979-06-01,182668,NA
5298,1979-07-01,184031,NA
5298,1979-08-01,185010,NA
5298,1979-09-01,185112,NA
5298,1979-10-01,186981,NA
5298,1979-11-01,188971,NA
5298,1979-12-01,191450,NA
5298,1980-01-01,194235,NA
5298,1980-02-01,197006,NA
5298,1980-03-01,201347,NA
5298,1980-04-01,203901,NA
5298,1980-05-01,205697,NA
5298,1980-06-01,205697,NA
5298,1980-07-01,207358,NA
5298,1980-08-01,208989,NA
5298,1980-09-01,210737,NA
5298,1980-10-01,212592,NA
