bus_id,date,odometer_reading,replacement
5257,1974-12-01,112031,0
5257,1975-01-01,115223,0
5257,1975-02-01,118322,0
5257,1975-03-01,120630,0
5257,1975-04-01,123918,0
5257,1975-05-01,127329,0
5257,1975-06-01,130100,0
5257,1975-07-01,133184,0
5257,1975-08-01,136480,0
5257,1975-09-01,139429,0
5257,1975-10-01,141513,0
5257,1975-11-01,144305,0
5257,1975-12-01,146297,0
5257,1976-01-01,148685,0
5257,1976-02-01,150818,0
5257,1976-03-01,154036,0
5257,1976-04-01,157503,0
5257,1976-05-01,159273,0
5257,1976-06-01,160348,0
5257,1976-07-01,161784,0
5257,1976-08-01,162962,0
5257,1976-09-01,163890,0
5257,1976-10-01,167523,0
5257,1976-11-01,168884,0
5257,1976-12-01,170220,0
5257,1977-01-01,171841,0
5257,1977-02-01,174090,0
5257,1977-03-01,175968,0
5257,1977-04-01,177923,0
5257,1977-05-01,179682,0
5257,1977-06-01,181119,0
5257,1977-07-01,182287,0
5257,1977-08-01,183313,0
5257,1977-09-01,185513,0
5257,1977-10-01,187146,0
5257,1977-11-01,190186,0
5257,1977-12-01,193312,0
5257,1978-01-01,196385,0
5257,1978-02-01,199567,0
5257,1978-03-01,202260,0
5257,1978-04-01,204603,0
5257,1978-05-01,207188,0
5257,1978-06-01,209112,0
5257,1978-07-01,210284,0
5257,1978-08-01,211557,0
5257,1978-09-01,213787,0
5257,1978-10-01,215973,0
5257,1978-11-01,218584,0
5257,1978-12-01,222492,0
5257,1979-01-01,226336,0
5257,1979-02-01,230394,0
5257,1979-03-01,234564,0
5257,1979-04-01,236569,0
5257,1979-05-01,240862,0
5257,1979-06-01,241993,1
5257,1979-07-01,243248,0
5257,1979-08-01,245488,0
5257,1979-09-01,247247,0
5257,1979-10-01,249824,0
5257,1979-11-01,253484,0
5257,1979-12-01,255700,0
5257,1980-01-01,258220,0
5257,1980-02-01,261277,0
5257,1980-03-01,263935,0
5257,1980-04-01,266668,0
5257,1980-05-01,269309,0
5257,1980-06-01,270355,0
5257,1980-07-01,272756,0
5257,1980-08-01,275448,0
5257,1980-09-01,278442,0
5257,1980-10-01,281148,0
5257,1980-11-01,283974,0
5257,1980-12-01,286480,0
5257,1981-01-01,288827,0
5257,1981-02-01,291709,0
5257,1981-03-01,294147,0
5257,1981-04-01,296137,0
5257,1981-05-01,299229,0
5257,1981-06-01,302556,0
5257,1981-07-01,305289,0
5257,1981-08-01,308810,0
5257,1981-09-01,310786,0
5257,1981-10-01,313872,0
5257,1981-11-01,317982,0
5257,1981-12-01,319519,0
5257,1982-01-01,322997,0
5257,1982-02-01,326039,0
5257,1982-03-01,327986,0
5257,1982-04-01,328376,0
5257,1982-05-01,330312,0
5257,1982-06-01,332544,0
5257,1982-07-01,335123,0
5257,1982-08-01,337308,0
5257,1982-09-01,339018,0
5257,1982-10-01,341493,0
5257,1982-11-01,343662,0
5257,1982-12-01,344854,0
5257,1983-01-01,346739,0
5257,1983-02-01,349263,0
5257,1983-03-01,350882,0
5257,1983-04-01,353527,0
5257,1983-05-01,355723,0
5257,1983-06-01,359192,0
5257,1983-07-01,360207,0
5257,1983-08-01,361704,0
5257,1983-09-01,364456,0
5257,1983-10-01,366822,0
5257,1983-11-01,368292,0
5257,1983-12-01,370571,0
5257,1984-01-01,372182,0
5257,1984-02-01,376003,0
5257,1984-03-01,378420,0
5257,1984-04-01,381683,0
5257,1984-05-01,382337,0
5257,1984-06-01,382398,0
5257,1984-07-01,384259,0
5257,1984-08-01,384826,1
5257,1984-09-01,386310,0
5257,1984-10-01,387420,0
5257,1984-11-01,389528,0
5257,1984-12-01,391326,0
5257,1985-01-01,393321,0
5257,1985-02-01,395535,0
5257,1985-03-01,398588,0
5257,1985-04-01,400473,0
5257,1985-05-01,402217,0
5258,1974-12-01,122646,0
5258,1975-01-01,125881,0
5258,1975-02-01,128920,0
5258,1975-03-01,131941,0
5258,1975-04-01,136396,0
5258,1975-05-01,141810,0
5258,1975-06-01,145999,0
5258,1975-07-01,150668,0
