bus_id,date,odometer_reading,replacement
4239,1974-12-01,140953,0
4239,1975-01-01,142960,0
4239,1975-02-01,145380,0
4239,1975-03-01,148140,0
4239,1975-04-01,150921,0
4239,1975-05-01,153839,0
4239,1975-06-01,155841,0
4239,1975-07-01,158063,0
4239,1975-08-01,160674,0
4239,1975-09-01,162984,0
4239,1975-10-01,165120,0
4239,1975-11-01,166057,0
4239,1975-12-01,166057,0
4239,1976-01-01,166057,1
4239,1976-02-01,166057,0
4239,1976-03-01,168999,0
4239,1976-04-01,170948,0
4239,1976-05-01,172788,0
4239,1976-06-01,173173,0
4239,1976-07-01,175141,0
4239,1976-08-01,178058,0
4239,1976-09-01,181935,0
4239,1976-10-01,183894,0
4239,1976-11-01,186001,0
4239,1976-12-01,188214,0
4239,1977-01-01,191576,0
4239,1977-02-01,192047,0
4239,1977-03-01,193379,0
4239,1977-04-01,194976,0
4239,1977-05-01,196145,0
4239,1977-06-01,197858,0
4239,1977-07-01,198474,0
4239,1977-08-01,198474,0
4239,1977-09-01,199530,0
4239,1977-10-01,201378,0
4239,1977-11-01,203108,0
4239,1977-12-01,204878,0
4239,1978-01-01,206548,0
4239,1978-02-01,208373,0
4239,1978-03-01,209746,0
4239,1978-04-01,211434,0
4239,1978-05-01,212746,0
4239,1978-06-01,214017,0
4239,1978-07-01,215295,0
4239,1978-08-01,216257,0
4239,1978-09-01,217315,0
4239,1978-10-01,218563,0
4239,1978-11-01,219866,0
4239,1978-12-01,221541,0
4239,1979-01-01,222867,0
4239,1979-02-01,224144,0
4239,1979-03-01,225419,0
4239,1979-04-01,226730,0
4239,1979-05-01,228205,0
4239,1979-06-01,229570,0
4239,1979-07-01,229857,0
4239,1979-08-01,229857,0
4239,1979-09-01,230100,0
4239,1979-10-01,231043,0
4239,1979-11-01,232192,0
4239,1979-12-01,233378,0
4239,1980-01-01,234078,0
4239,1980-02-01,235218,0
4239,1980-03-01,236585,0
4239,1980-04-01,237874,0
4239,1980-05-01,239056,0
4239,1980-06-01,239401,0
4239,1980-07-01,239777,0
4239,1980-08-01,240787,0
4239,1980-09-01,242096,0
4239,1980-10-01,242919,0
4239,1980-11-01,244147,0
4239,1980-12-01,245452,0
4239,1981-01-01,247212,0
4239,1981-02-01,248886,0
4239,1981-03-01,250273,0
4239,1981-04-01,251614,0
4239,1981-05-01,252087,0
4239,1981-06-01,252087,0
4239,1981-07-01,252365,0
4239,1981-08-01,253794,0
4239,1981-09-01,254956,0
4239,1981-10-01,256501,0
4239,1981-11-01,257260,0
4239,1981-12-01,258724,0
4239,1982-01-01,259758,0
4239,1982-02-01,260643,0
4239,1982-03-01,261177,0
4239,1982-04-01,262266,0
4239,1982-05-01,262738,0
4239,1982-06-01,262738,0
4239,1982-07-01,263016,0
4239,1982-08-01,263493,0
4239,1982-09-01,264481,0
4239,1982-10-01,265479,0
4239,1982-11-01,266577,0
4239,1982-12-01,267325,0
4239,1983-01-01,268108,0
